Gene_Name,Correlation,P_Value
TAF3,0.215310124815679,P < 0.001
ZSCAN29,0.203629546514828,P < 0.001
ARHGAP23,0.131587271875508,P < 0.001
TMUB2,0.194235975924883,P < 0.001
TSPAN17,0.297742453000004,P < 0.001
NKAP,0.131250584802913,P < 0.001
JPH4,0.235525697819159,P < 0.001
TCP11L1,0.162673846157001,P < 0.001
FOXQ1,0.254523970720599,P < 0.001
NOC4L,0.152306392371154,P < 0.001
ATG2B,0.173011840523156,P < 0.001
ARHGEF12,0.190674660969975,P < 0.001
REL,0.188568730313759,P < 0.001
MCF2,0.234075082113135,P < 0.001
GRAP2,0.150312706702428,P < 0.001
SCN5A,0.180021241052124,P < 0.001
CLEC2B,0.228416423609236,P < 0.001
PTGES3L-AARSD1,0.18768720693269,P < 0.001
CUTC,0.180264475409613,P < 0.001
MMP24,0.127427335468815,P < 0.001
EPHA7,0.134651071807866,P < 0.001
CLIC3,0.267694191037258,P < 0.001
GINM1,0.13439156183204,P < 0.001
ZNF426,0.135927769528809,P < 0.001
TSEN2,0.119223207738714,P < 0.001
MEX3D,0.185215768059636,P < 0.001
VWA1,0.215790777936219,P < 0.001
YKT6,0.166066618090136,P < 0.001
ZNF266,0.273687076461541,P < 0.001
NDRG1,0.174908959991993,P < 0.001
KANK2,0.147511251419598,P < 0.001
PYGL,0.13726920092367,P < 0.001
CNIH4,0.198984864280958,P < 0.001
IFNK,0.142384994272097,P < 0.001
GNLY,0.163783853005482,P < 0.001
FADS1,0.118937241345127,P < 0.001
ZFHX2,0.129007684358159,P < 0.001
ZPBP2,0.194317808649271,P < 0.001
ZNF786,0.149246046207008,P < 0.001
KLK10,0.208463343522918,P < 0.001
SNF8,0.14629423417823,P < 0.001
GTF2IRD1,0.211009409489347,P < 0.001
HDHD3,0.214051843241292,P < 0.001
AMIGO2,0.282085023839369,P < 0.001
C19orf33,0.303340867035934,P < 0.001
SRF,0.159657859817624,P < 0.001
DFFB_ENST00000341385,0.239506075139038,P < 0.001
TMEM39B,0.278890817294971,P < 0.001
PNPT1,0.123271022795714,P < 0.001
KRT40,0.132901567925414,P < 0.001
COLQ,0.153116289416794,P < 0.001
SESN2,0.142591861482064,P < 0.001
TCEANC,0.122681553564454,P < 0.001
SCML4,0.171011618770582,P < 0.001
SLC6A16,0.157842261598265,P < 0.001
TBPL1,0.286701353699642,P < 0.001
SLC39A1,0.27343648777391,P < 0.001
CCDC28A,0.286467005907713,P < 0.001
OTUD4,0.157328214563277,P < 0.001
NCOA5,0.154873911566769,P < 0.001
DCAF15,0.131520657653578,P < 0.001
CD5L,0.182961861577627,P < 0.001
PLXNB2,0.265868074500611,P < 0.001
AICDA,0.192657135643839,P < 0.001
CYTIP,0.203926614357621,P < 0.001
NSUN4,0.207077211973826,P < 0.001
COL6A5,0.208600915803199,P < 0.001
CDH20,0.161689214953891,P < 0.001
BTAF1,0.336346825914838,P < 0.001
TBP,0.276923900072196,P < 0.001
CTDSPL2,0.150249839863883,P < 0.001
HIST1H2BK,0.161925603271468,P < 0.001
C16orf90,0.117424789546225,P < 0.001
NFX1,0.254393750424133,P < 0.001
GNA11,0.312386672823895,P < 0.001
FAM9A,0.15616605892398,P < 0.001
RPL11,0.309374030994156,P < 0.001
HACD4,0.208735050507289,P < 0.001
CEP19,0.203844934563638,P < 0.001
ZNF699,0.138063987056366,P < 0.001
PLA2G10,0.147034078118046,P < 0.001
RECQL,0.156289775874506,P < 0.001
MBOAT2,0.21268120791082,P < 0.001
DNAH9,0.165155274860993,P < 0.001
CD40LG,0.196572394945497,P < 0.001
NKTR,0.285532769437704,P < 0.001
TMEM65,0.170530721996516,P < 0.001
SOX11,0.171661488467372,P < 0.001
ANKRD44,0.331900791729197,P < 0.001
AFF4,0.163796398789882,P < 0.001
HSPBAP1,0.167201897247373,P < 0.001
LST1,0.285822770537424,P < 0.001
CDK6,0.192195353980459,P < 0.001
TNFRSF13C,0.132999041309972,P < 0.001
TTC8,0.156602306842646,P < 0.001
AGR2,0.212298589830546,P < 0.001
PRKCI,0.227572032525352,P < 0.001
SLC20A2,0.249028407895299,P < 0.001
EPOP,0.130236448896979,P < 0.001
ORAI1,0.131646385538285,P < 0.001
NABP1,0.136987539361573,P < 0.001
AP2S1,0.182192981992294,P < 0.001
C3orf38,0.138095997713578,P < 0.001
PHF6,0.254924932982809,P < 0.001
CDC14A,0.15794404340314,P < 0.001
SEMA3F,0.121831858963945,P < 0.001
SLC19A1_ENST00000567670,0.250615852703597,P < 0.001
RRAS,0.267841588204346,P < 0.001
RNGTT,0.305998765006535,P < 0.001
RNF11,0.234329077351209,P < 0.001
DGKZ,0.153197447912943,P < 0.001
ZNF202,0.185861643433866,P < 0.001
GPM6A,0.13179029556419,P < 0.001
SRGAP1,0.185244436203246,P < 0.001
CENPJ,0.191046249611918,P < 0.001
LRRC15,0.11322988610377,P < 0.001
ELL,0.172901839647234,P < 0.001
CCDC59,0.191043493808282,P < 0.001
ADCYAP1R1,0.136154026435248,P < 0.001
SEMA5A,0.137899518890218,P < 0.001
NUP43,0.167706770516729,P < 0.001
KRTAP2-2,0.126758870587581,P < 0.001
CMSS1,0.160765493133656,P < 0.001
LAMA5,0.33579790046132,P < 0.001
ATL3,0.163379665535597,P < 0.001
IGF1,0.137171689469706,P < 0.001
GPR183,0.226053044540444,P < 0.001
SYN1,0.14729044254079,P < 0.001
SORBS2,0.175698302319765,P < 0.001
AKR1C2,0.181704935028179,P < 0.001
ADNP2,0.201467443214126,P < 0.001
ZNF276,0.241600471473413,P < 0.001
BTNL2,0.132107711488676,P < 0.001
ZNF583,0.148635878051579,P < 0.001
CSGALNACT2,0.250589656764131,P < 0.001
REPS1,0.195402788301271,P < 0.001
SMPD1,0.118819754522001,P < 0.001
TARDBP,0.173446034367071,P < 0.001
P2RY10,0.217360853630028,P < 0.001
DDX11,0.149776752838882,P < 0.001
RRAGD,0.119369366230706,P < 0.001
OCEL1,0.173090624702267,P < 0.001
HBP1,0.176745778475993,P < 0.001
GLRA1,0.156470704840836,P < 0.001
PQLC2,0.120145771191121,P < 0.001
MSTN,0.156315023966904,P < 0.001
MRPS18C,0.139335576952637,P < 0.001
LRTOMT,0.264442944398966,P < 0.001
EPB41L4A,0.18857638717517,P < 0.001
RPAP2,0.193633035007343,P < 0.001
CHD1L,0.204267707485692,P < 0.001
VAMP3,0.329089888628898,P < 0.001
CEBPD,0.212301366094978,P < 0.001
IGSF6,0.122571862911508,P < 0.001
KLHDC8B,0.155995858582879,P < 0.001
PEBP4,0.157932772449985,P < 0.001
BORA,0.123636708716256,P < 0.001
MBNL2,0.209608576127932,P < 0.001
TFB1M,0.227557450031795,P < 0.001
ZNF324B,0.19307931933119,P < 0.001
FCER2,0.129567585696371,P < 0.001
FAM135B,0.147707219814584,P < 0.001
PLEK2,0.202767570410889,P < 0.001
PRL,0.14013824001909,P < 0.001
MMP15,0.198324810848494,P < 0.001
TDP1,0.257419835265975,P < 0.001
KIAA1211,0.12854947669293,P < 0.001
LIPF,0.131901479853712,P < 0.001
TMEM139,0.307195035772637,P < 0.001
ITPKC,0.312115395409466,P < 0.001
BCL11B,0.151947860742049,P < 0.001
PKM,0.123089449325454,P < 0.001
PARP1,0.261364474808417,P < 0.001
TMEM100,0.119431659602907,P < 0.001
POLE,0.159109340083332,P < 0.001
KDELR1,0.184196915085043,P < 0.001
APEX1,0.14863227906856,P < 0.001
C1orf54,0.234419539101331,P < 0.001
GRAP,0.274128549241562,P < 0.001
IP6K1,0.177495451692063,P < 0.001
TSPAN11,0.209232011766905,P < 0.001
BAIAP2L1,0.289229783299241,P < 0.001
PCSK5,0.130544054645168,P < 0.001
BMF,0.140912900786825,P < 0.001
ZNF93,0.151750561671509,P < 0.001
PEAK3,0.126729266652797,P < 0.001
UNC13C,0.126144378022743,P < 0.001
NDST2,0.204481779897095,P < 0.001
TNFRSF17,0.169538684736769,P < 0.001
KHSRP,0.246593405869029,P < 0.001
SIN3A,0.169763813583799,P < 0.001
CPNE3,0.154246003383775,P < 0.001
HADH,0.166532212407242,P < 0.001
MFNG,0.284469446065158,P < 0.001
SNX29,0.148877610774761,P < 0.001
ITPKB,0.158438207392321,P < 0.001
A1BG,0.146290317897698,P < 0.001
CCNH,0.191280674213174,P < 0.001
CCNYL1,0.152089651951667,P < 0.001
P2RY6,0.144852698886106,P < 0.001
TMEM151B,0.168249601645304,P < 0.001
SYNJ2,0.141506489695634,P < 0.001
H1FX,0.124606017609404,P < 0.001
SLC12A7,0.191257874283341,P < 0.001
RAD23B,0.120907055100738,P < 0.001
PDE3B,0.154215600127063,P < 0.001
NKX6-1,0.193299618403628,P < 0.001
WDR75,0.176861006635886,P < 0.001
TAB1,0.220150844518999,P < 0.001
SPEN,0.218598940650267,P < 0.001
PDE12,0.13105417931732,P < 0.001
SAFB2,0.223523569299252,P < 0.001
HGSNAT,0.134856842279646,P < 0.001
CLECL1,0.237181332312212,P < 0.001
SMPX,0.124642211193377,P < 0.001
TMEM209,0.138213684856744,P < 0.001
OR2D3,0.138492611068519,P < 0.001
RPN1,0.19430485253655,P < 0.001
CDK13,0.176116743433733,P < 0.001
MAN2B1,0.154386002855729,P < 0.001
F11R,0.279463994011515,P < 0.001
PPP2R3B,0.190114968436906,P < 0.001
CHMP2B,0.151316563330053,P < 0.001
AKTIP,0.123811049610742,P < 0.001
HINFP,0.166832408808686,P < 0.001
ZNF549,0.125365998578358,P < 0.001
TEKT1,0.136877371774118,P < 0.001
SACM1L,0.19192489452619,P < 0.001
KLF6,0.18503123589568,P < 0.001
AANAT,0.132572883319065,P < 0.001
PNO1,0.118327861238927,P < 0.001
SECTM1,0.156641627161203,P < 0.001
WDFY4,0.248350203469179,P < 0.001
LIF,0.184006640376218,P < 0.001
FASTKD1,0.298783145496382,P < 0.001
FAM216A,0.33396802015257,P < 0.001
OGN,0.215576466946207,P < 0.001
SYT5,0.119900509219925,P < 0.001
DNAJC30,0.173881421941511,P < 0.001
OAT,0.250527818719775,P < 0.001
GUF1,0.209816863401431,P < 0.001
TXNL4A,0.153768470629422,P < 0.001
LPXN,0.209219362576702,P < 0.001
CTSA,0.335269637782899,P < 0.001
MRPL50,0.142416053311047,P < 0.001
S100A6,0.319475857439062,P < 0.001
NCKAP1L,0.347617373185769,P < 0.001
SH2D3A,0.162911615554368,P < 0.001
PMEPA1,0.258597662223993,P < 0.001
ANAPC10,0.196719660685335,P < 0.001
IRAK4,0.239147968925581,P < 0.001
TMEM201,0.117287276959386,P < 0.001
LAMC2,0.24787589555661,P < 0.001
ZNF536,0.136184462122696,P < 0.001
MLF1,0.254418405551366,P < 0.001
CBX2,0.143334456039311,P < 0.001
HNRNPD,0.30144111415761,P < 0.001
PRDM10,0.189843501184078,P < 0.001
DLG4,0.227614110145016,P < 0.001
NHSL1,0.156146477877039,P < 0.001
CABP1,0.152980265839735,P < 0.001
PPP6R2,0.169056200029098,P < 0.001
SLC17A4,0.151002620815244,P < 0.001
MOB3A,0.318841113148818,P < 0.001
VAMP1,0.181968096217691,P < 0.001
PQBP1,0.155893812275136,P < 0.001
XPO4,0.241760458171669,P < 0.001
OVOL2,0.237274870960718,P < 0.001
C1orf56,0.155653023249755,P < 0.001
MTA1,0.164746562363931,P < 0.001
SRGAP3,0.132301425969675,P < 0.001
OR6K2,0.153477051392995,P < 0.001
VPS33B,0.156149166032254,P < 0.001
GCFC2,0.120978126842477,P < 0.001
PIH1D1,0.148590058395564,P < 0.001
SCARB2,0.296713136941597,P < 0.001
ZNF212,0.150741440833564,P < 0.001
EVL,0.290444856246932,P < 0.001
CAPN2,0.309524929523171,P < 0.001
FLI1,0.380310193414738,P < 0.001
TAF15,0.152190801221723,P < 0.001
BLOC1S2,0.143157972952816,P < 0.001
KIAA0895L,0.156216141128528,P < 0.001
CD19,0.220202536897453,P < 0.001
LRRC58,0.148189202256783,P < 0.001
RTL8B,0.136542849397297,P < 0.001
KIF16B,0.17550853742062,P < 0.001
OTX2,0.156330377153741,P < 0.001
SOCS6,0.261223997446771,P < 0.001
HELB,0.219501092826024,P < 0.001
MCOLN1,0.136335029628409,P < 0.001
SF3B3,0.204246300818842,P < 0.001
TSPAN33,0.152462830980516,P < 0.001
FRAS1,0.147976372121075,P < 0.001
ZNF384,0.226993437000543,P < 0.001
ZNF169,0.209920048397001,P < 0.001
MSH6,0.151180282323444,P < 0.001
HFE,0.235691252983911,P < 0.001
PIAS2,0.176250636830198,P < 0.001
RPS6,0.303946221373569,P < 0.001
FUT7,0.216399130011075,P < 0.001
BVES,0.12566091221357,P < 0.001
GCNT3,0.20766614296498,P < 0.001
IFFO1,0.27963395499257,P < 0.001
HLA-DRB1,0.162466929490615,P < 0.001
FSTL3,0.155258885266632,P < 0.001
VWCE,0.239878006640019,P < 0.001
BHLHE22,0.220096360886719,P < 0.001
FKBP2,0.277954288330135,P < 0.001
DYNLT3,0.238707432272266,P < 0.001
UNC80,0.120925218639379,P < 0.001
ALS2CL,0.246609261189093,P < 0.001
SPAG1,0.232930378125812,P < 0.001
IL17RC,0.308033414235486,P < 0.001
GLT6D1,0.181465936256338,P < 0.001
UBXN7,0.184904127658125,P < 0.001
ZNF106,0.129548793449961,P < 0.001
CEP290,0.16982104742477,P < 0.001
PCYT1A,0.179898047414812,P < 0.001
CCND1,0.239672610856625,P < 0.001
PDE4B,0.142536031984457,P < 0.001
CD47,0.131883128576286,P < 0.001
C2CD5,0.154888378778093,P < 0.001
LIMCH1,0.260195608084901,P < 0.001
FOXN3,0.194160455011511,P < 0.001
WTAP,0.294297112124964,P < 0.001
ATXN7L3,0.146653664620752,P < 0.001
GRB14,0.258257198117288,P < 0.001
EWSR1,0.270320486422457,P < 0.001
LRP11,0.268430762293363,P < 0.001
CARD8,0.285405044777184,P < 0.001
WDR45B,0.222711103921433,P < 0.001
ITM2A,0.255396675080279,P < 0.001
PPIC,0.398616621841145,P < 0.001
LBR,0.251509695730717,P < 0.001
GNG7,0.161093606035709,P < 0.001
MAP4K1,0.291835126477095,P < 0.001
SLC4A7,0.173634325272545,P < 0.001
TMEM245,0.147765513556852,P < 0.001
MSGN1,0.131476800474482,P < 0.001
HNRNPH1,0.246829787886048,P < 0.001
XDH,0.189009383400344,P < 0.001
CAMKMT,0.15281656145817,P < 0.001
ERCC6L2,0.131272440887757,P < 0.001
CXCL10,0.123742218281723,P < 0.001
ABI3,0.27645912676028,P < 0.001
CACNA1S,0.122553805754949,P < 0.001
LRP10,0.203576974443904,P < 0.001
PRSS48,0.147889662824803,P < 0.001
MYL12B,0.216364801910855,P < 0.001
CEP63,0.180601519603383,P < 0.001
YIPF5,0.191717677445515,P < 0.001
AK4_ENST00000327299,0.201561813572779,P < 0.001
TUBGCP3,0.216939400623529,P < 0.001
POGLUT1,0.252960160521561,P < 0.001
SWI5,0.196022203579675,P < 0.001
LRIG2,0.158141379029677,P < 0.001
MEDAG,0.152794032976391,P < 0.001
NODAL,0.117327655878008,P < 0.001
GAS7,0.196734480869379,P < 0.001
VGLL1,0.133641130164911,P < 0.001
MEI1,0.26133818347408,P < 0.001
RAD23A,0.16933873814898,P < 0.001
TGFBI,0.231706141362555,P < 0.001
PLAGL1,0.154148811522507,P < 0.001
DEFB118,0.151452972705826,P < 0.001
CD247,0.223473362903767,P < 0.001
TGFA,0.209518846728947,P < 0.001
PLSCR1,0.11988123147722,P < 0.001
ZNF142,0.246931655556451,P < 0.001
E2F3,0.133988498306698,P < 0.001
SNRPB2,0.156918212489945,P < 0.001
ZFP69B,0.224198525806643,P < 0.001
RBMS1,0.138577971627973,P < 0.001
NRXN2,0.183394380326302,P < 0.001
FAM160A1,0.182798316048998,P < 0.001
TMEM159,0.164013438781164,P < 0.001
CDC42,0.177989340207289,P < 0.001
YEATS2,0.241051927015433,P < 0.001
HM13,0.281307871176238,P < 0.001
RHBDF1,0.32536367962138,P < 0.001
EXOG,0.250041500587648,P < 0.001
GRHL2,0.175340970900997,P < 0.001
ZDHHC15,0.120798162896938,P < 0.001
EIF1AY,0.199665650861568,P < 0.001
EPB41L4B,0.299826631331438,P < 0.001
PDE5A,0.133133154681711,P < 0.001
WFS1,0.322379795382466,P < 0.001
MEF2D,0.162016807673303,P < 0.001
GRK5,0.151239683486845,P < 0.001
TRIP11,0.140370136735743,P < 0.001
NEDD1,0.164221677279437,P < 0.001
MMRN1,0.155123518438566,P < 0.001
RNF138,0.346283764131737,P < 0.001
R3HDM1,0.296020607920647,P < 0.001
PNMA3,0.139919354530763,P < 0.001
HEATR1,0.22785762936368,P < 0.001
MB21D2,0.13908803867918,P < 0.001
ZMPSTE24,0.203509910169926,P < 0.001
UBL3,0.175779713674478,P < 0.001
NRBP2,0.225928545990535,P < 0.001
ALDH1A3,0.162075516293493,P < 0.001
SLC12A1,0.140483126809749,P < 0.001
ZNF718,0.1652653972994,P < 0.001
SNRPD2_ENST00000587367,0.176873319316753,P < 0.001
GEMIN4,0.17782092661003,P < 0.001
GATAD2B,0.249296345197183,P < 0.001
FLNA,0.164867003525069,P < 0.001
HCLS1,0.330912805810556,P < 0.001
RSPH3,0.190608050459076,P < 0.001
KDM5D,0.184767413620195,P < 0.001
RIPK4,0.259814356156757,P < 0.001
TVP23A,0.196093661301784,P < 0.001
POLR3K,0.162013545325287,P < 0.001
ST18,0.183020228179823,P < 0.001
C1orf162,0.213929296773385,P < 0.001
IGFBP6,0.138547279510914,P < 0.001
SETD5,0.145206755555035,P < 0.001
CLEC4M,0.161583624027889,P < 0.001
RILPL1,0.142797072353279,P < 0.001
CCDC138,0.200166261544296,P < 0.001
PDCD5,0.146619927104663,P < 0.001
LURAP1L,0.326732421665779,P < 0.001
LRP1B,0.146405675419872,P < 0.001
ALDH1L2,0.168350979002645,P < 0.001
TJAP1,0.134473036399497,P < 0.001
FMN1,0.171448171698663,P < 0.001
FCER1G,0.218496031606415,P < 0.001
CLNK,0.187158456432797,P < 0.001
SCOC,0.135488144838377,P < 0.001
ZNF800,0.186506170411093,P < 0.001
ZFP14,0.118146618145647,P < 0.001
PLD2,0.175812836789586,P < 0.001
CALD1,0.164840288219554,P < 0.001
HSD17B3,0.134324618202355,P < 0.001
TMX4,0.169524225726718,P < 0.001
ADGRL2_ENST00000319517,0.153501018856096,P < 0.001
CHSY1,0.243887654420969,P < 0.001
TBC1D22B,0.204052922884627,P < 0.001
RAD54L,0.158166568598224,P < 0.001
CX3CR1,0.151454436065212,P < 0.001
SLC12A5,0.154228182598929,P < 0.001
MS4A4A,0.151197107849876,P < 0.001
N4BP2,0.295805863394977,P < 0.001
HIST1H2BD,0.200790657665802,P < 0.001
CLCN2,0.199279869634293,P < 0.001
MLH1,0.190850164303591,P < 0.001
SERPINB11,0.133504779424836,P < 0.001
FAM193A,0.212507312866916,P < 0.001
SHISA5,0.128422059859879,P < 0.001
FSD1,0.200542844720893,P < 0.001
RTCA,0.175673559273289,P < 0.001
TGFB2,0.139078792599875,P < 0.001
RHOBTB1,0.159008294332791,P < 0.001
ADAMTS19,0.143762658460389,P < 0.001
SECISBP2,0.221446923397349,P < 0.001
PPP1R14C,0.173958454120256,P < 0.001
TMEM174,0.123786993868412,P < 0.001
DCLRE1C,0.14875246190312,P < 0.001
KLHL14,0.191120022862773,P < 0.001
PINK1,0.280661816850456,P < 0.001
TGFBR2,0.182740761108578,P < 0.001
OR5AC2,0.167627801202973,P < 0.001
CD86,0.268464999321103,P < 0.001
PRSS8,0.2082077410603,P < 0.001
OR4C3,0.129885508643513,P < 0.001
ANXA9,0.2839681677441,P < 0.001
IQGAP1,0.160559309390342,P < 0.001
GTF3A,0.235490711031057,P < 0.001
NUP188,0.220619094306817,P < 0.001
ARHGEF26,0.193909403076554,P < 0.001
TTLL11,0.14466213939616,P < 0.001
RNF144B,0.143145569606435,P < 0.001
RASEF,0.302979360563815,P < 0.001
GPR18,0.26786037485069,P < 0.001
IRF6,0.186105012834832,P < 0.001
APOBEC3G,0.283857327457058,P < 0.001
SLC2A10,0.227558918351902,P < 0.001
BARX2,0.124626017872625,P < 0.001
NREP,0.230090335992394,P < 0.001
GEN1,0.174043333866417,P < 0.001
RFXAP,0.332781326070616,P < 0.001
DCHS2,0.20068692970546,P < 0.001
ERCC3,0.13328950803311,P < 0.001
ASB10,0.124422759441047,P < 0.001
DNAJA4,0.156691252052583,P < 0.001
ZNF773,0.161163400196502,P < 0.001
C9orf116,0.245492046737945,P < 0.001
IRF5,0.145704357945306,P < 0.001
IL19,0.153425090186403,P < 0.001
ARHGEF6,0.384475489883075,P < 0.001
AGRP,0.155840860292963,P < 0.001
DTNBP1,0.243592823312133,P < 0.001
RNPEP,0.205979896554092,P < 0.001
RPS24,0.152550523034225,P < 0.001
FADD,0.147142438589568,P < 0.001
CPEB4,0.122754971860982,P < 0.001
PRSS16,0.129910621751835,P < 0.001
KIRREL2,0.204528282898514,P < 0.001
EZH2_ENST00000483967,0.260437523102228,P < 0.001
ZC3H7A,0.202074253618735,P < 0.001
TCP11,0.171008907966961,P < 0.001
SLAMF6,0.242615056128568,P < 0.001
CNST,0.134029946774129,P < 0.001
FAM50A,0.171110802178365,P < 0.001
BORCS6,0.147014325354242,P < 0.001
ATAD3A,0.114055427201984,P < 0.001
FNTA,0.190297133132153,P < 0.001
OMG,0.15650928831411,P < 0.001
OR51V1,0.118908199246678,P < 0.001
NRIP1,0.19891885883438,P < 0.001
LCORL,0.189194486874854,P < 0.001
TMEM121B_ENST00000399875,0.181805804507379,P < 0.001
SENP1,0.231208398195039,P < 0.001
TTC37,0.17144844954439,P < 0.001
DLEU7,0.158296200756629,P < 0.001
TFDP1,0.135663129666568,P < 0.001
BUB3,0.239151425878818,P < 0.001
ZNF675,0.228530240580065,P < 0.001
TAPT1,0.189821238055131,P < 0.001
RSRC2,0.216398120100388,P < 0.001
NT5M,0.24446151194796,P < 0.001
CD300C,0.1811186865093,P < 0.001
UBE2O,0.188834437243139,P < 0.001
KCNK1,0.234303605334457,P < 0.001
UBAP2,0.152942880391329,P < 0.001
SPAG7,0.130447116249327,P < 0.001
GPC4,0.169409987795806,P < 0.001
DGKE,0.179759627528731,P < 0.001
MCM7_ENST00000343023,0.176632873731526,P < 0.001
C1orf122,0.25951682598117,P < 0.001
VPS37C,0.249843173766409,P < 0.001
DDX17,0.23982049184178,P < 0.001
SEMA3B,0.267823440035873,P < 0.001
CANT1,0.294333383850541,P < 0.001
RBBP5,0.214748933988093,P < 0.001
CD1E,0.171156200639855,P < 0.001
PXK,0.333658237521124,P < 0.001
KLHDC9,0.126096165595028,P < 0.001
PM20D2,0.222985767729934,P < 0.001
MED12,0.230672257525945,P < 0.001
FBXO2,0.211776665840448,P < 0.001
SEPT1,0.280082531410019,P < 0.001
NKG7,0.207756128205473,P < 0.001
SMAD7,0.133768195007457,P < 0.001
RAB35,0.140557523202889,P < 0.001
WDFY2,0.198626961022708,P < 0.001
TEX10,0.204035319369218,P < 0.001
LMF2,0.141228488252503,P < 0.001
SERTAD4,0.253797699627722,P < 0.001
PDLIM5,0.287565870970211,P < 0.001
STK40,0.123557681678231,P < 0.001
SH3D19,0.35521215257951,P < 0.001
AQR,0.221040872904811,P < 0.001
ZFAND4,0.147641940210265,P < 0.001
SLC25A1,0.215585998312375,P < 0.001
MUL1,0.134472057152283,P < 0.001
BCL9L,0.325679503766134,P < 0.001
VAT1L,0.122251383956258,P < 0.001
AP1M1,0.199722155927354,P < 0.001
SYCP2,0.171374918557315,P < 0.001
HSH2D,0.186448269481284,P < 0.001
ARRB2,0.251403196115095,P < 0.001
STXBP6,0.120101674791702,P < 0.001
RRP7A,0.136057880470532,P < 0.001
HIST1H4H,0.133435297568734,P < 0.001
CCL8,0.129450720838964,P < 0.001
KLK4,0.146302819151049,P < 0.001
FCER1A,0.188178737664343,P < 0.001
ARHGEF10L,0.287203467915079,P < 0.001
SARDH,0.172233684636392,P < 0.001
RFX5,0.257167007440533,P < 0.001
PPID,0.143502713864823,P < 0.001
HPSE,0.215625262225124,P < 0.001
IL2RA,0.202433383318499,P < 0.001
SNRPA,0.242095520583776,P < 0.001
ERAP1,0.179556380408189,P < 0.001
HEXIM2,0.158986112565268,P < 0.001
VHL,0.231059525913193,P < 0.001
BOK,0.225974607392833,P < 0.001
KDM3A,0.129294110766788,P < 0.001
IRF8,0.16914747190469,P < 0.001
ABT1,0.165022345040069,P < 0.001
BICC1,0.128186052006816,P < 0.001
LSM6,0.36297378671796,P < 0.001
CARD9,0.124425890690264,P < 0.001
MFSD2B,0.132428113800469,P < 0.001
TCHP,0.319773173685467,P < 0.001
SKA1,0.166191545199768,P < 0.001
SENP7,0.200602490740489,P < 0.001
SLC2A8,0.312528108110554,P < 0.001
TMEM69,0.1312756026567,P < 0.001
RCOR3,0.130753440093251,P < 0.001
DYNLRB1,0.212359445570071,P < 0.001
ZNF496,0.254332287184444,P < 0.001
ZFY,0.18074167358505,P < 0.001
FBXO38,0.20953103259971,P < 0.001
HCFC1R1,0.182072344257662,P < 0.001
ST5,0.136014542711692,P < 0.001
CALB1,0.136168638689983,P < 0.001
KCNK17,0.197324528417953,P < 0.001
PLEKHM1,0.149991204245186,P < 0.001
HOXC13,0.172512951384553,P < 0.001
PUS7L,0.169037955157732,P < 0.001
C1orf226,0.271603000945216,P < 0.001
CRYAB,0.248310213528529,P < 0.001
HSD11B2,0.131477430081149,P < 0.001
KRT10,0.12023035666056,P < 0.001
GHSR,0.123821982796675,P < 0.001
JMY,0.134318635123375,P < 0.001
CEP70,0.145641069251514,P < 0.001
SCNN1A,0.245489330668616,P < 0.001
MGAT4B,0.333231586987116,P < 0.001
ASAP2,0.310785278733329,P < 0.001
EXD2,0.180278291739838,P < 0.001
GPR37,0.141248284230803,P < 0.001
SNRPD2,0.15994089498641,P < 0.001
ATP6V1B1,0.189052282223864,P < 0.001
CEP85,0.150873547169864,P < 0.001
GRB10,0.193432990293242,P < 0.001
RARRES1,0.139881018445529,P < 0.001
ZBTB21,0.160559117576391,P < 0.001
PPIG,0.171338180942839,P < 0.001
LRRTM3,0.17428358024228,P < 0.001
ZNF703,0.236283840637207,P < 0.001
LRCH1,0.229542010257347,P < 0.001
MAFF,0.174968659539464,P < 0.001
MAD2L2,0.181493447599612,P < 0.001
REXO4,0.189219568342902,P < 0.001
PKN2,0.201905896046583,P < 0.001
MTCH1,0.208562616916169,P < 0.001
PRAMEF1,0.142642614591704,P < 0.001
HADHA,0.166018801678577,P < 0.001
LAIR1,0.318706672652009,P < 0.001
C18orf54,0.175646602567252,P < 0.001
IGFBP3,0.214526307988802,P < 0.001
HSBP1,0.208932474835046,P < 0.001
ARHGAP29,0.319532644239259,P < 0.001
UPF3B,0.280642170136851,P < 0.001
PRDM2,0.242565438030297,P < 0.001
RYK,0.243132319713672,P < 0.001
IL7,0.152595355095068,P < 0.001
UNK,0.131088655617704,P < 0.001
TMCO2,0.128220854188075,P < 0.001
NOLC1,0.199523120062322,P < 0.001
GZMA,0.208072389100272,P < 0.001
PTGES,0.239267514129517,P < 0.001
CCND2,0.251736344156587,P < 0.001
ARGLU1,0.262792691026557,P < 0.001
MPP3,0.249951527946836,P < 0.001
EIF4E,0.23208979634709,P < 0.001
SCLT1,0.233124909616593,P < 0.001
TRIM22,0.218013760856066,P < 0.001
HCFC2,0.144150562838275,P < 0.001
UGDH,0.282690248149188,P < 0.001
IL20RA,0.154764864077989,P < 0.001
SHTN1_ENST00000260777,0.357177097896091,P < 0.001
PLCB2,0.243618087671953,P < 0.001
FAM124B,0.140704458877549,P < 0.001
FN3KRP,0.190717145409389,P < 0.001
SLC22A7,0.124976118293087,P < 0.001
HIC1,0.136141608548758,P < 0.001
GGA2,0.12629838229954,P < 0.001
CEP135,0.242426325976452,P < 0.001
FUS,0.153680826847594,P < 0.001
