Gene_Name,Correlation,P_Value
MSS51,0.25242039700096,P < 0.001
RGS16,0.283028189254789,P < 0.001
CDC20B,0.132980898177647,P < 0.001
BROX,0.124982466943725,P < 0.001
PSEN1,0.151699494259748,P < 0.001
RND2,0.143085717214505,P < 0.001
BLK,0.301030393629985,P < 0.001
DCAF12,0.175491307469344,P < 0.001
KCTD17,0.134997565131765,P < 0.001
SLC15A4,0.162247095224694,P < 0.001
HSBP1L1,0.250032683338925,P < 0.001
RETN,0.174091936312169,P < 0.001
CYB5R3,0.14511548509772,P < 0.001
SCEL,0.188160764590476,P < 0.001
TSPAN31,0.131888645011399,P < 0.001
HACE1,0.231364524831281,P < 0.001
GLUD2,0.217149856448023,P < 0.001
COPS7B,0.270767649529664,P < 0.001
CTBP1,0.165345780008087,P < 0.001
HIST1H4F,0.151103051851875,P < 0.001
LAPTM5,0.327517532174327,P < 0.001
MDK,0.162091936517952,P < 0.001
E2F8,0.136680804183934,P < 0.001
NKX2-1_ENST00000498187,0.26680842055232,P < 0.001
SAP18,0.160129977044682,P < 0.001
ANP32B,0.300351238957882,P < 0.001
FAM24A,0.139585346066103,P < 0.001
PREX1,0.152278417278082,P < 0.001
BATF3,0.224355659068139,P < 0.001
PPIP5K2,0.203160768764881,P < 0.001
DBF4B,0.169684592848074,P < 0.001
KISS1,0.132862528244944,P < 0.001
LYN,0.233018174949969,P < 0.001
PHLDA1,0.223168585577084,P < 0.001
RPF2,0.184692422380195,P < 0.001
PLLP,0.275773177311637,P < 0.001
CNOT3,0.139090483020219,P < 0.001
TIAL1,0.211815804538431,P < 0.001
ARHGAP11A,0.127460866598363,P < 0.001
SMPDL3B,0.170359971897121,P < 0.001
PNRC2,0.245730045294735,P < 0.001
UHRF2,0.298062235612839,P < 0.001
NR4A2,0.150582888063808,P < 0.001
CNOT2,0.130375418084663,P < 0.001
DNAJC8,0.212367059774769,P < 0.001
HLA-E,0.138857123623565,P < 0.001
KRT2,0.130113039961444,P < 0.001
BCAT2_ENST00000597011,0.186823235075742,P < 0.001
MIPOL1,0.15039144596798,P < 0.001
PHGDH,0.128746555185402,P < 0.001
GIGYF1,0.165027662212383,P < 0.001
PFDN5,0.168737297193132,P < 0.001
ORAI2,0.198502489612362,P < 0.001
SPDYE4,0.138398844584312,P < 0.001
TRMT1L,0.131365886502935,P < 0.001
CHD1,0.200399745062929,P < 0.001
GPR68,0.147392198883558,P < 0.001
PAX5,0.236414149196558,P < 0.001
ELANE,0.124893688988975,P < 0.001
HLA-DPA1,0.2881042528117,P < 0.001
KIF11,0.127561909353702,P < 0.001
PLXNA4,0.139655971342074,P < 0.001
CHMP1A,0.157258466402463,P < 0.001
GPR143,0.145258804289818,P < 0.001
AKAP8L,0.257801609476447,P < 0.001
LIPE,0.186647453665173,P < 0.001
CD1D,0.253269736406563,P < 0.001
ST8SIA4,0.267670423047206,P < 0.001
LAMB1,0.188283986820081,P < 0.001
NNMT,0.156512184945731,P < 0.001
PDPN,0.125747043856889,P < 0.001
RAB33B,0.164276038807835,P < 0.001
ASPH,0.329777239495314,P < 0.001
RSBN1L,0.220198534817196,P < 0.001
STOML2,0.133799712476973,P < 0.001
HIST1H3J,0.149783327040183,P < 0.001
ZNF646,0.201446283177343,P < 0.001
NBAS,0.193122023996987,P < 0.001
NARS2,0.157025165460687,P < 0.001
TSSK6,0.121997885448197,P < 0.001
TBC1D15,0.155062738545806,P < 0.001
STAB1,0.1874456231966,P < 0.001
DBR1,0.122150958274265,P < 0.001
ADAMTS20,0.142246201418982,P < 0.001
ERI1,0.177854220126903,P < 0.001
HLA-DMB,0.147057440724446,P < 0.001
MSR1,0.169775720479616,P < 0.001
NXN,0.134161074409686,P < 0.001
KLF3,0.231125643558794,P < 0.001
PCDH10,0.134674853132899,P < 0.001
EPHB1,0.119384918324568,P < 0.001
ETV6,0.151162968246039,P < 0.001
SCRIB,0.129297788332467,P < 0.001
KIAA0513,0.151518709837101,P < 0.001
MIS12,0.19821030885147,P < 0.001
SEMA4A,0.158458669643684,P < 0.001
ALDH5A1,0.158048971771992,P < 0.001
AIG1,0.193326071028083,P < 0.001
EBF3,0.157258658241247,P < 0.001
TMSB10,0.117358511052359,P < 0.001
RPL27,0.255837024506037,P < 0.001
VCL,0.130918666847962,P < 0.001
KHDRBS1,0.323790659514834,P < 0.001
SPI1,0.175575661218175,P < 0.001
FUT1,0.124243196680474,P < 0.001
NPTN,0.375319838256677,P < 0.001
LY9,0.233494137614586,P < 0.001
LTBP4,0.160914460765321,P < 0.001
MTMR6,0.237898065461945,P < 0.001
ZNF337,0.139510471617166,P < 0.001
PCYOX1,0.381782891715417,P < 0.001
CSNK1G2,0.323375821831318,P < 0.001
VMP1,0.277870083391458,P < 0.001
MYO10,0.173089593181177,P < 0.001
GGA3,0.197726868644236,P < 0.001
TNP1,0.148322647520208,P < 0.001
EOMES,0.147542369953041,P < 0.001
CXorf21,0.242876482553305,P < 0.001
CYP19A1,0.168162373040065,P < 0.001
PDIK1L,0.167051826412572,P < 0.001
CRADD,0.160442552803824,P < 0.001
PFKFB2,0.169873447918565,P < 0.001
TNKS,0.227567960154166,P < 0.001
RFX3,0.251450585984727,P < 0.001
TBC1D12,0.193869918490175,P < 0.001
TUBG2,0.165235998958942,P < 0.001
SBNO1,0.132394810956486,P < 0.001
MPO,0.191202865448118,P < 0.001
SGTA,0.179134758391866,P < 0.001
CD180,0.182863028597874,P < 0.001
CBR1,0.225508667872457,P < 0.001
EXOC2,0.117709465708075,P < 0.001
TSTA3,0.171944434830918,P < 0.001
TUBGCP6,0.208777858520062,P < 0.001
CCDC28B,0.307707404759735,P < 0.001
PLEKHH2,0.126003722915067,P < 0.001
PIP4K2A,0.200660367381719,P < 0.001
UPB1,0.150595536057673,P < 0.001
CCDC74A,0.152882575175256,P < 0.001
SNRNP48,0.205636675997104,P < 0.001
CYP2R1,0.189210086093072,P < 0.001
LY96,0.211901678668276,P < 0.001
TIMM8A,0.130474091418461,P < 0.001
INTS4,0.136155445269492,P < 0.001
ANK2,0.132431411729135,P < 0.001
SMUG1,0.173290070656612,P < 0.001
UMODL1,0.188072423483188,P < 0.001
ADAM22,0.214224536944855,P < 0.001
SNRNP200,0.146273219038787,P < 0.001
CD37,0.26299377069132,P < 0.001
GNPTG,0.250561642699554,P < 0.001
SHLD1,0.267445288923919,P < 0.001
DHX15,0.256834689235049,P < 0.001
SLITRK6,0.138970022765373,P < 0.001
DPY30,0.12742060753663,P < 0.001
RRM1,0.119800649119025,P < 0.001
BANP,0.168228134022016,P < 0.001
MBD1_ENST00000591535,0.256875354408097,P < 0.001
CBR3,0.166934727444211,P < 0.001
GCLC,0.128579568767854,P < 0.001
CA12,0.19011234186726,P < 0.001
S100A10,0.345996197228775,P < 0.001
FYN,0.167831902756759,P < 0.001
CST3,0.294611031248455,P < 0.001
ZNF516,0.122428205168849,P < 0.001
ZNF92,0.215113960237101,P < 0.001
KCTD13,0.183025870282914,P < 0.001
SLC10A3,0.233320579201985,P < 0.001
TXN2,0.162611250029999,P < 0.001
ENO3,0.169713327763984,P < 0.001
RHEBL1,0.226450284212568,P < 0.001
MAP7D3,0.154434325547864,P < 0.001
GPR101,0.12768509737195,P < 0.001
LAMC1,0.244055022803958,P < 0.001
GRK7,0.160747305426783,P < 0.001
BSPRY,0.132699519019,P < 0.001
GPC2,0.163307503794362,P < 0.001
ATP1B1,0.331877981643175,P < 0.001
CHD2,0.15186237310915,P < 0.001
ASPHD2,0.36569916913792,P < 0.001
TMEM134,0.269378046725582,P < 0.001
CEBPE,0.134652398052748,P < 0.001
EMC2,0.196933884006051,P < 0.001
DPP4,0.119521227743616,P < 0.001
ELOVL5,0.135948554540468,P < 0.001
ZNF776,0.136222735081759,P < 0.001
FGL2,0.148246298874984,P < 0.001
RDH13,0.147632973490377,P < 0.001
C1GALT1C1,0.233790463093703,P < 0.001
OR7A17,0.14439718735508,P < 0.001
GDE1,0.226978706216446,P < 0.001
PA2G4,0.235701211189722,P < 0.001
GOLM1,0.284344004793408,P < 0.001
CERS2,0.16155591641703,P < 0.001
CYB5D2,0.160797742969298,P < 0.001
PHKA2,0.153252872566343,P < 0.001
EEF1A1,0.208593189361706,P < 0.001
USF1,0.124266142669713,P < 0.001
CRB1,0.165956853824568,P < 0.001
CDR2L,0.294166838496604,P < 0.001
APOBEC3D,0.25992570480346,P < 0.001
PIK3AP1,0.188560879871774,P < 0.001
EIF4ENIF1,0.214438736413914,P < 0.001
AZI2,0.116794622394959,P < 0.001
CLDN4,0.306162182571521,P < 0.001
CBY1,0.261569637249374,P < 0.001
PIK3CD,0.304186542019641,P < 0.001
OSR2,0.139953132981096,P < 0.001
PRG4,0.140980158422657,P < 0.001
SLC11A2,0.136089630381804,P < 0.001
DHX37,0.168253679989903,P < 0.001
TGFBR3,0.198123455815398,P < 0.001
PLCG2,0.187179857048797,P < 0.001
ZNF280B,0.165360137683627,P < 0.001
SURF1,0.117138644784905,P < 0.001
OR2K2,0.131227981614925,P < 0.001
IGFLR1,0.146142602937128,P < 0.001
R3HCC1L,0.252159395967078,P < 0.001
DCHS1,0.161310356502713,P < 0.001
CYFIP2,0.335224481171445,P < 0.001
CIB1,0.134816681630873,P < 0.001
PUM2,0.218822942371066,P < 0.001
SRSF11,0.27983894664302,P < 0.001
TMEM14A,0.243333885179409,P < 0.001
NPHP3,0.13445795787584,P < 0.001
DNMT1,0.271572138656143,P < 0.001
SDC1,0.342238438295571,P < 0.001
POLR3E,0.139842724674353,P < 0.001
ESF1,0.160416257117906,P < 0.001
IARS,0.177554073221162,P < 0.001
MAN2A2,0.175675214897214,P < 0.001
SLC35D2,0.312111777943012,P < 0.001
FAM174A,0.248956728699505,P < 0.001
ZNF692,0.150315382587033,P < 0.001
WDR83,0.181480973030541,P < 0.001
TOR2A,0.190876324508683,P < 0.001
VSTM2A,0.163322589153383,P < 0.001
BMPR2,0.190536234645395,P < 0.001
TNFRSF21,0.274963835809567,P < 0.001
MED4,0.203773494496699,P < 0.001
PWWP2B,0.192127453681313,P < 0.001
ZDHHC12,0.172436272615053,P < 0.001
NLRP6_ENST00000534750,0.248626954814992,P < 0.001
NUP54,0.239660497877483,P < 0.001
ZNF547,0.168225128624015,P < 0.001
TFEC,0.232635939737801,P < 0.001
CSRNP3,0.122648416850796,P < 0.001
ALPP,0.133865881055539,P < 0.001
DECR2,0.149061817827037,P < 0.001
RPS3A,0.270761347937729,P < 0.001
CNOT1,0.127230277327292,P < 0.001
MBD2,0.162701688328798,P < 0.001
TLR7,0.232382417891527,P < 0.001
TAOK3,0.146342165140994,P < 0.001
DNAH11,0.139701182536626,P < 0.001
PLS3,0.305295755131149,P < 0.001
BCAR3,0.287294200126111,P < 0.001
AGO4,0.137275757853527,P < 0.001
FANCE,0.226933659971258,P < 0.001
EID2B,0.149602516874766,P < 0.001
SPATA48,0.151422220475394,P < 0.001
HIST1H1D,0.187388307442573,P < 0.001
GPLD1,0.149735377239014,P < 0.001
SCAF4,0.273336500987273,P < 0.001
OR2M2,0.140482408701726,P < 0.001
GIT2,0.243739410756443,P < 0.001
MBOAT7,0.216559468761291,P < 0.001
MSX2,0.228489856104186,P < 0.001
MTUS1,0.206329818642822,P < 0.001
P2RX1,0.285437282206661,P < 0.001
MAL2,0.325288491366486,P < 0.001
CCDC88A,0.286480147305609,P < 0.001
ITFG2,0.174085792356485,P < 0.001
CLVS2,0.17344926561769,P < 0.001
ZNF85,0.18387235171313,P < 0.001
CDKN2C,0.132854966917974,P < 0.001
EGF,0.144184880054889,P < 0.001
TAF8,0.229914502629278,P < 0.001
GUK1,0.150606407778682,P < 0.001
ARID1A,0.25766894880473,P < 0.001
UBXN11,0.12501030466297,P < 0.001
CDR1,0.127436098789837,P < 0.001
LDLRAD4,0.218754542236262,P < 0.001
MIOS,0.164220791995549,P < 0.001
NUP160,0.194577575494121,P < 0.001
SLC40A1,0.177463233317714,P < 0.001
AKAP17A,0.22895439330404,P < 0.001
SFTPB,0.121385118313497,P < 0.001
RPS27A,0.143740135017444,P < 0.001
ASB11,0.133383012556775,P < 0.001
LAX1,0.267206386492788,P < 0.001
VSIG10,0.313861576911748,P < 0.001
HEATR5B,0.13047731769614,P < 0.001
SAR1A,0.138158884660445,P < 0.001
LSM11,0.141387441219856,P < 0.001
RHPN2,0.393497383738926,P < 0.001
ENPP3,0.148612383018116,P < 0.001
RAPGEF1,0.176042436989463,P < 0.001
FAM122C,0.162024229452149,P < 0.001
SERPINB13,0.183987245982164,P < 0.001
OSCAR,0.198662413456989,P < 0.001
POLR1C,0.135877212269827,P < 0.001
S100A4,0.125612188530167,P < 0.001
CSMD1,0.13713123536997,P < 0.001
SLC22A23,0.184007880337539,P < 0.001
HIST1H3C,0.140086537597882,P < 0.001
PRSS23,0.365259475882388,P < 0.001
XYLT1,0.235115321317396,P < 0.001
IL1R1,0.188421144253883,P < 0.001
LAMTOR1,0.171004264312517,P < 0.001
ITPRIP,0.183609676748983,P < 0.001
SUPV3L1,0.187568355570075,P < 0.001
CLTC,0.197473199930896,P < 0.001
ARMC5,0.159271633513165,P < 0.001
MED29,0.133760269760032,P < 0.001
DSG2,0.303112502957156,P < 0.001
DHRS2,0.16119807733287,P < 0.001
ZNF165,0.234856979526276,P < 0.001
TFAP4,0.170668031430765,P < 0.001
CALY,0.139277698506654,P < 0.001
SDC4,0.346543662623518,P < 0.001
TCIM,0.152002704692469,P < 0.001
ASB8,0.13769176190616,P < 0.001
FHIT,0.133329067660078,P < 0.001
HMGN4,0.199345475412839,P < 0.001
ZNF37A,0.215282622019133,P < 0.001
GTPBP1,0.199642839034096,P < 0.001
CD93,0.283724398685984,P < 0.001
CD38,0.259338116899013,P < 0.001
ZNF275,0.227571337304753,P < 0.001
MARS,0.164739727031981,P < 0.001
THOC2,0.206655220400635,P < 0.001
COQ6,0.142379568983597,P < 0.001
TGDS,0.189405531293501,P < 0.001
MAP3K4,0.225838190120981,P < 0.001
RFX8,0.14769482753949,P < 0.001
ATP5PB,0.136479943382705,P < 0.001
P2RY12,0.123567406048484,P < 0.001
CAMSAP2,0.199642839037393,P < 0.001
ADCY7,0.16398657244704,P < 0.001
SERINC2,0.286053526909514,P < 0.001
PCBP1,0.204940067110009,P < 0.001
PRIM1,0.198941344772421,P < 0.001
NFATC3,0.271309355269498,P < 0.001
CCDC83,0.154653060456334,P < 0.001
SNRPA1,0.347818151060132,P < 0.001
ADPRHL1,0.161531914792784,P < 0.001
RNF111,0.181014601492681,P < 0.001
ZNF491,0.143950285543172,P < 0.001
RCC2,0.234800965656319,P < 0.001
KRT80,0.296652258610792,P < 0.001
GIMAP5,0.204142696679938,P < 0.001
CHMP4C,0.297518702248778,P < 0.001
ADGRE3_ENST00000595472,0.13329273463444,P < 0.001
SERPINA1,0.136777659458946,P < 0.001
MYL9,0.130078504157453,P < 0.001
GBA3,0.130567769973308,P < 0.001
MKRN2,0.179257984852033,P < 0.001
ANXA10,0.141219820854061,P < 0.001
RASSF5,0.245431194599801,P < 0.001
HSPA2,0.230025385417864,P < 0.001
PSG7,0.122051865089071,P < 0.001
BTN1A1,0.13513315748734,P < 0.001
TPMT,0.200668765385098,P < 0.001
PIMREG_ENST00000571373,0.162027798820197,P < 0.001
DNAJB8,0.152276088995624,P < 0.001
EXPH5,0.218368875567707,P < 0.001
EXOSC8,0.280635080027798,P < 0.001
KANSL3,0.14198888582535,P < 0.001
RTN4,0.180770214265705,P < 0.001
FARP1,0.198092453883576,P < 0.001
SAMD4A,0.176556589450782,P < 0.001
NPW,0.189991989346633,P < 0.001
SMG1,0.195346406023131,P < 0.001
PER3,0.158526102492667,P < 0.001
TJP2,0.200356225002798,P < 0.001
CYBC1_ENST00000577436,0.199145833013296,P < 0.001
NPEPL1,0.119514077684593,P < 0.001
TANGO6,0.132946761387016,P < 0.001
PPP1R3A,0.137797298782554,P < 0.001
METAP2,0.26989929886841,P < 0.001
SHROOM2,0.205113685910912,P < 0.001
EVI2B,0.299859880274154,P < 0.001
TIPRL,0.173039745681034,P < 0.001
DARS,0.288766920533474,P < 0.001
N4BP2L2,0.187302862367657,P < 0.001
BOD1L1,0.244655291470313,P < 0.001
SLC39A12,0.15168565347011,P < 0.001
EIF2B5,0.175317027995056,P < 0.001
ATXN7L2,0.325892559716474,P < 0.001
ATP6V1B2,0.174206781930795,P < 0.001
HLX,0.139761451951277,P < 0.001
NXNL2,0.145550040617175,P < 0.001
LYRM4,0.278107778036014,P < 0.001
SNAPC3,0.204103621953762,P < 0.001
GRSF1,0.152083623428322,P < 0.001
TUBA1A,0.135937031678599,P < 0.001
POLR1D,0.265663679158575,P < 0.001
PTPRC,0.331524423343812,P < 0.001
ARHGEF37,0.137522152510562,P < 0.001
ARHGEF7,0.233504656834555,P < 0.001
TFAP2B,0.217524017494177,P < 0.001
DOHH,0.151086585443243,P < 0.001
TTC21B,0.141337660553504,P < 0.001
SPHKAP,0.165471061302523,P < 0.001
GPX8,0.240065493621613,P < 0.001
MRPL2,0.126944663302739,P < 0.001
JAK3,0.215445212013792,P < 0.001
VASN,0.225027941112347,P < 0.001
ACTN1,0.230024840516434,P < 0.001
WIPF3,0.131805852564855,P < 0.001
ODF2,0.184811586657785,P < 0.001
TSLP,0.239076981673132,P < 0.001
PCYT1B,0.159396240640937,P < 0.001
CAV1,0.131486973415219,P < 0.001
UBR1,0.14570461745533,P < 0.001
PCYOX1L,0.133368967569087,P < 0.001
SOBP,0.247716535783216,P < 0.001
RHOH,0.318812108593091,P < 0.001
MRC2,0.12480419017209,P < 0.001
MAGED2,0.20417440647091,P < 0.001
CBFB,0.296076947797326,P < 0.001
GZMB,0.156043770704022,P < 0.001
SLC22A18,0.266672331598148,P < 0.001
DSP,0.336597397453555,P < 0.001
ACTR5,0.176262883057934,P < 0.001
SETD2,0.211477067375571,P < 0.001
RAN,0.22895170724838,P < 0.001
NELFA,0.228946840151263,P < 0.001
TRIM27,0.128797897869774,P < 0.001
HIF3A,0.135068869798979,P < 0.001
GKAP1,0.194066745655149,P < 0.001
FRYL,0.165373024252574,P < 0.001
NR4A3,0.128005867977733,P < 0.001
EDN1,0.317228676285578,P < 0.001
CCR2,0.188004794436056,P < 0.001
ZNF771,0.13553834032221,P < 0.001
DEAF1,0.182830267493368,P < 0.001
CD27,0.206218028154531,P < 0.001
RCOR2,0.16931500232768,P < 0.001
EGLN3,0.204101441948558,P < 0.001
DHX38,0.168560980262038,P < 0.001
GRTP1,0.256213932141411,P < 0.001
HBS1L,0.192889122406924,P < 0.001
C12orf29,0.227398063977309,P < 0.001
TMEM200A,0.143008576290275,P < 0.001
HNRNPA0,0.185715148072025,P < 0.001
IFNA2,0.134526208628586,P < 0.001
DPF2,0.139772450654272,P < 0.001
KITLG,0.288435307098517,P < 0.001
MTFR1,0.136336977888819,P < 0.001
CLDN1,0.221096161906916,P < 0.001
OIT3,0.130220482830173,P < 0.001
RPL9,0.327550111881587,P < 0.001
LTB4R,0.186696871420896,P < 0.001
MYADM,0.18995318264167,P < 0.001
PGAM4,0.130627568947103,P < 0.001
SNRNP40,0.260850122448424,P < 0.001
CYP2J2,0.148418139224669,P < 0.001
FITM2,0.179374736653235,P < 0.001
RPS11,0.294250350310028,P < 0.001
TENT5B,0.235135312875944,P < 0.001
CYP7B1,0.129012001426325,P < 0.001
ARID3B,0.22533772132773,P < 0.001
ACD,0.120361476401725,P < 0.001
TRAK2,0.143140356889023,P < 0.001
RBBP8,0.127897776055865,P < 0.001
UTP23,0.12786936331834,P < 0.001
B3GAT2,0.18997236177576,P < 0.001
CSF3R,0.126367069691073,P < 0.001
KRT15,0.276728394554705,P < 0.001
AKAP13,0.147732937198544,P < 0.001
RAB11A,0.198356599366288,P < 0.001
SDR39U1,0.138386182642135,P < 0.001
EIF2S2,0.128310191374268,P < 0.001
ARID2,0.243764076712436,P < 0.001
RNF13,0.198947650010785,P < 0.001
VAX1,0.164813422336778,P < 0.001
ETNK2,0.192037404789249,P < 0.001
TRIM28,0.184007282833598,P < 0.001
ANKEF1,0.133864713364313,P < 0.001
TES,0.172560224175621,P < 0.001
MDC1,0.230663753552167,P < 0.001
PLEKHN1,0.122469223443826,P < 0.001
SCNM1,0.156476790475337,P < 0.001
KY,0.173744259190155,P < 0.001
RWDD1,0.192413152794749,P < 0.001
HOXC12,0.130560087806766,P < 0.001
ST3GAL3,0.242159386147338,P < 0.001
MAGOH,0.245618767585838,P < 0.001
ZNF468,0.145793937041449,P < 0.001
ZPBP,0.155732246881256,P < 0.001
IL4,0.152507729532889,P < 0.001
CYP1A1,0.159755316016784,P < 0.001
AHNAK2,0.286101793973295,P < 0.001
PHF3,0.238409116648924,P < 0.001
STARD9,0.333241467338876,P < 0.001
HDAC4,0.188568999788049,P < 0.001
TNFAIP6,0.146671970561929,P < 0.001
POU6F1,0.199291201199955,P < 0.001
C12orf76,0.148366105899393,P < 0.001
CSK,0.303050496079094,P < 0.001
ZNF136,0.195602081723726,P < 0.001
ADAD2,0.164350083549805,P < 0.001
NEXMIF,0.153812202732674,P < 0.001
RHOXF1,0.135103959254933,P < 0.001
SRSF2,0.167539451695763,P < 0.001
DRGX,0.146996718075355,P < 0.001
KIF5C,0.122202476142807,P < 0.001
CENPE,0.133805731838578,P < 0.001
LUC7L3,0.213830457843825,P < 0.001
IPCEF1,0.212779226651497,P < 0.001
TSGA10IP,0.121292314744305,P < 0.001
ZNF518A,0.219631563860662,P < 0.001
DYRK3,0.24286083575695,P < 0.001
SLC16A7,0.130464640585418,P < 0.001
TMEM9B,0.202005253283836,P < 0.001
ASXL3,0.140090021339464,P < 0.001
PTCHD3,0.11980316160764,P < 0.001
SDCBP2,0.120849270643223,P < 0.001
KATNBL1,0.238288737380482,P < 0.001
MORF4L2,0.194035680557926,P < 0.001
ABRA,0.187701284338514,P < 0.001
ACSF2,0.181477816515494,P < 0.001
HAUS1,0.275982017051763,P < 0.001
NKAIN2,0.129460939569729,P < 0.001
C2orf42,0.202377357571918,P < 0.001
CHRNA3,0.175999761012566,P < 0.001
TYW3,0.215195893249815,P < 0.001
SLC6A15,0.174891875864003,P < 0.001
MEGF11,0.20959396417456,P < 0.001
C3AR1,0.242006387928887,P < 0.001
PHACTR2,0.224154403201029,P < 0.001
CMTM5,0.156832195258559,P < 0.001
PSMA4,0.171055095196285,P < 0.001
GOLPH3,0.245254816567711,P < 0.001
SH3BP1,0.200190972215059,P < 0.001
ARL14,0.175946503091234,P < 0.001
FHDC1,0.249237838914277,P < 0.001
AGK,0.127116614876769,P < 0.001
MAST3,0.231929059525016,P < 0.001
USP14,0.150679975472314,P < 0.001
DALRD3,0.136741778635412,P < 0.001
GMNC,0.136903577031802,P < 0.001
ATG4C,0.356424836393836,P < 0.001
TBCC,0.132390656907474,P < 0.001
H2AFZ,0.146303547864806,P < 0.001
IFI16,0.281610664957496,P < 0.001
HLA-DOA,0.202895905606646,P < 0.001
B4GALT2,0.158705257802935,P < 0.001
CHD8,0.142761298196728,P < 0.001
VWA8,0.128951065926403,P < 0.001
CD83,0.257710188053878,P < 0.001
TSGA10,0.146922490051927,P < 0.001
PIAS4,0.228385270219715,P < 0.001
KCTD19,0.230165174424964,P < 0.001
DTX1,0.124873216310833,P < 0.001
FDFT1,0.177566407802335,P < 0.001
NPM3,0.163563268828231,P < 0.001
ATP6V1A,0.155989087219954,P < 0.001
PIGL,0.140327270463495,P < 0.001
ZNF644,0.185887070407584,P < 0.001
SSRP1,0.191155224681813,P < 0.001
DNAJC24,0.13834491605109,P < 0.001
NUSAP1,0.118592689409101,P < 0.001
SLC27A5,0.222274140075168,P < 0.001
FRAT1,0.154139193656608,P < 0.001
ERVMER34-1,0.190409632039577,P < 0.001
ZNF391,0.12300750702658,P < 0.001
ABCD3,0.16244963240167,P < 0.001
EXOSC7,0.137353471499817,P < 0.001
PRPF38B,0.329671305084943,P < 0.001
ID4,0.148657125084761,P < 0.001
PRPF38A,0.304929503089751,P < 0.001
SMARCA4,0.239404122599626,P < 0.001
AASS,0.133262739526251,P < 0.001
SMNDC1,0.249431523894953,P < 0.001
EIF4B,0.157221452140441,P < 0.001
KIAA0355,0.122586110245504,P < 0.001
MGST1,0.249181025239175,P < 0.001
CBL,0.25717939887084,P < 0.001
HASPIN,0.169248608943541,P < 0.001
DVL1,0.16843925877103,P < 0.001
NOTCH2,0.137932818053571,P < 0.001
SYPL1,0.137853654966595,P < 0.001
GPR132,0.200982648918555,P < 0.001
PANK2,0.178048806236331,P < 0.001
SAMD4B,0.143531855801396,P < 0.001
FOXN2,0.191417790675238,P < 0.001
B4GALT5,0.187278982053379,P < 0.001
DDX28,0.132260640658731,P < 0.001
MOSPD1,0.186239804602891,P < 0.001
ERCC8,0.165065320378243,P < 0.001
PANK4,0.154526970659715,P < 0.001
CXCL2,0.138289373576305,P < 0.001
TBX21,0.187951585297292,P < 0.001
MTPAP,0.179218584224882,P < 0.001
HLA-DOB,0.202804077568508,P < 0.001
PLA2R1,0.231576117872809,P < 0.001
BMPR1A,0.183341319332757,P < 0.001
S100P,0.204360708510231,P < 0.001
ZNF101,0.245293692317461,P < 0.001
BAZ2A,0.162298171377974,P < 0.001
ASAP3,0.119430652372711,P < 0.001
ADPGK,0.194874771233227,P < 0.001
QRICH1,0.188447982244706,P < 0.001
TOX4_ENST00000448790,0.295150694287507,P < 0.001
CFP,0.131110109027464,P < 0.001
NUDT21,0.178727427302897,P < 0.001
GIPC1,0.417144266055588,P < 0.001
TMEM144,0.315376359290263,P < 0.001
APOA1,0.120277887939042,P < 0.001
GNB3,0.130385503900779,P < 0.001
BCAN,0.125781682107196,P < 0.001
COL4A5,0.146487566991304,P < 0.001
SON,0.214906144496395,P < 0.001
SYNPR,0.219758325847184,P < 0.001
COTL1,0.128046928806608,P < 0.001
PGBD1,0.19788730073236,P < 0.001
ITGA2,0.299135485286441,P < 0.001
NFIB,0.179646697299888,P < 0.001
CAMSAP3,0.230521670157453,P < 0.001
TSHZ3,0.18765616295977,P < 0.001
ZNF575,0.149133121445597,P < 0.001
UBA3,0.18172157871569,P < 0.001
CEACAM6,0.209886013540837,P < 0.001
S100A11,0.291848767231017,P < 0.001
ARHGAP39,0.150621844394841,P < 0.001
METTL3,0.258925493934107,P < 0.001
ZNF280C,0.279671903050745,P < 0.001
THNSL2,0.197985477578154,P < 0.001
AKT1S1,0.199594183907915,P < 0.001
ENPP2,0.132782057461907,P < 0.001
TSNARE1,0.159184520115714,P < 0.001
SLC16A5,0.258304632215738,P < 0.001
LRP5L,0.197130134666422,P < 0.001
RPS25,0.229652853282268,P < 0.001
TULP3,0.137028416754656,P < 0.001
DUSP3,0.341690048468834,P < 0.001
MLPH,0.280661421135412,P < 0.001
GLRA3,0.194150071357745,P < 0.001
